sf2PPeXQrUA_000000_000010#enc2zh#0 一个男孩踢了一个领域的足球，一个女孩在它之后奔跑
mwKmET7GFNU_000022_000032#enc2zh#7 相机上的一个人是与高尔夫有关的商品
mwKmET7GFNU_000022_000032#enc2zh#8 一个人正在谈论并展示如何玩高尔夫球比赛
mwKmET7GFNU_000022_000032#enc2zh#9 一个男人正在解释他站在高尔夫球场的时候解释了进程
b1qE4GNZ9OA_000144_000154#enc2zh#0 一个人正在服用一些像材料一样的纸，并将它们插入机器中
b1qE4GNZ9OA_000144_000154#enc2zh#1 将纸张装入制作螺旋笔记本的机器上的人
b1qE4GNZ9OA_000144_000154#enc2zh#2 一个男人有一张纸，并将它连接到机器上
b1qE4GNZ9OA_000144_000154#enc2zh#3 一个男人正在紧固似乎是一台大型印刷机的纸张
b1qE4GNZ9OA_000144_000154#enc2zh#4 一个男人使用机器放在一起纸张
b1qE4GNZ9OA_000144_000154#enc2zh#5 一个人在运行时将矩形的材料插入机器中
b1qE4GNZ9OA_000144_000154#enc2zh#6 一名工人将纸张放入金属机中
b1qE4GNZ9OA_000144_000154#enc2zh#7 当机器运行时，有人在机器孔打孔器中排列纸张
b1qE4GNZ9OA_000144_000154#enc2zh#8 一个人一次将长块材料插入机器中
b1qE4GNZ9OA_000144_000154#enc2zh#9 一个人正在将一堆纸堆叠在印刷机上
QTOaEVeoCRE_000177_000187#enc2zh#0 一个男人放一个高尔夫球然后拿起它，然后在路上的快速运动中展示了一个汽车驾驶
QTOaEVeoCRE_000177_000187#enc2zh#1 一个男人通过将球放在高尔夫球场上的洞里打高尔夫球
QTOaEVeoCRE_000177_000187#enc2zh#2 一个男人拿着一个高尔夫球棍子，进入洞里
QTOaEVeoCRE_000177_000187#enc2zh#3 一个人用高尔夫球俱乐部击中高尔夫球，而街头场景被展示
QTOaEVeoCRE_000177_000187#enc2zh#4 一个男人在高尔夫球场上击中高尔夫球几次
QTOaEVeoCRE_000177_000187#enc2zh#5 在背景中播放音乐时，会发生多件事
QTOaEVeoCRE_000177_000187#enc2zh#6 一个男人把高尔夫球放进一个洞，然后一辆车在一个镇的街道上驾驶，然后是一个女人走路
QTOaEVeoCRE_000177_000187#enc2zh#7 放高尔夫球然后开车下街上的人
QTOaEVeoCRE_000177_000187#enc2zh#8 一个男人把高尔夫球击中一个洞，然后汽车在街上开车
QTOaEVeoCRE_000177_000187#enc2zh#9 一个男人试图在打高尔夫球然后驾驶他的车
AtmUxjr6ZFI_000004_000014#enc2zh#0 一个男人在其他人笑的时候打了另一个男人
AtmUxjr6ZFI_000004_000014#enc2zh#1 一个男人微笑着，然后在他要求她停止她做的事情后被一个女人打了出来
AtmUxjr6ZFI_000004_000014#enc2zh#2 一个女人在别人和她自己笑的时候打了一个男人
AtmUxjr6ZFI_000004_000014#enc2zh#3 一个男人告诉一个女人停下来，然后她在脸上拍打他
AtmUxjr6ZFI_000004_000014#enc2zh#4 几个人在一个房间里，一个带有UCLA T恤的男人正在乐意被拍打
AtmUxjr6ZFI_000004_000014#enc2zh#5 一个女人在背景中撒上一个男人和人们笑声
AtmUxjr6ZFI_000004_000014#enc2zh#6 那个男人坐在他身后告诉女性，停止她，然后又笑着打他，他难以置信，伸手去找她
AtmUxjr6ZFI_000004_000014#enc2zh#7 一个人坐着，然后抬起来，被一个女人打了出来，然后他试图拍回来
AtmUxjr6ZFI_000004_000014#enc2zh#8 一个男人惊呼，看着脱屏的人，然后扯着他，然后他们都笑了
AtmUxjr6ZFI_000004_000014#enc2zh#9 一个男人笑着，一个女人在脸上打他
uoOEgOBo7Uw_000123_000133#enc2zh#0 一个男人在游泳池里抱着一个婴儿抱着婴儿芦发然后把婴儿扔进水中
uoOEgOBo7Uw_000123_000133#enc2zh#1 一个男人正在教一个婴儿游泳，在游泳池的水中扣篮
uoOEgOBo7Uw_000123_000133#enc2zh#2 在一个游泳池里，一个男人在他的头上抬起一个婴儿，把婴儿放入游泳池和婴儿水槽
uoOEgOBo7Uw_000123_000133#enc2zh#3 一个男人在公共泳池里抱着一个婴儿，然后把婴儿扔进水中
uoOEgOBo7Uw_000123_000133#enc2zh#4 一个男人在他的头上抱着一个婴儿，然后把婴儿放在游泳池里
uoOEgOBo7Uw_000123_000133#enc2zh#5 一个男人在游泳池里抱着一个婴儿，将婴儿抬起头顶，然后将婴儿放在游泳池里
uoOEgOBo7Uw_000123_000133#enc2zh#6 一个男人从游泳池里抬起一个婴儿，然后在孩子附近游泳时将婴儿放入水中
uoOEgOBo7Uw_000123_000133#enc2zh#7 一个男人和他的宝宝在游泳池里，他把他的宝宝放下，婴儿漂浮起来
uoOEgOBo7Uw_000123_000133#enc2zh#8 一个年长的男人正在游泳池里和一个婴儿一起玩，他把他提升高，然后把他放在水中
uoOEgOBo7Uw_000123_000133#enc2zh#9 一个男人在游泳池里拿着一个小宝宝，然后故意把他丢掉
jbyVJdDlo2Q_000059_000069#enc2zh#0 一个女人坐在草地上，在她扮演didgeridoo的同时移动她的手
jbyVJdDlo2Q_000059_000069#enc2zh#1 一个人吹入一个长长的黑色乐器，闭着眼睛
jbyVJdDlo2Q_000059_000069#enc2zh#2 一个女人坐在草坪上十字架，并扮演一个大的didgeridoo
jbyVJdDlo2Q_000059_000069#enc2zh#3 一个人正在使用某种类型的乐器来制作奇怪的声音
jbyVJdDlo2Q_000059_000069#enc2zh#4 一个女人正在吹嘘，从一个像仪器这样的大木制管道发出声音
jbyVJdDlo2Q_000059_000069#enc2zh#5 一个坐着的女人在长乐器上表演了喉咙音乐
jbyVJdDlo2Q_000059_000069#enc2zh#6 一个人在坐在草地上播放乐器
jbyVJdDlo2Q_000059_000069#enc2zh#7 户外一个人坐在草地上用didgeridoo制作音符
jbyVJdDlo2Q_000059_000069#enc2zh#8 在一个房子的后院，一个女孩正在玩她的鼻子，她正在制作一致的声音
jbyVJdDlo2Q_000059_000069#enc2zh#9 一个女人们带着readlocks吹进亚洲乐器来制作音乐
P4LS1ilfloQ_000000_000010#enc2zh#0 当一个女人给她的指针时，一个小女孩在健身房垫上做了一个躯体
P4LS1ilfloQ_000000_000010#enc2zh#1 孩子们在健身房排队，所以他们可以在垫子上做躯体
P4LS1ilfloQ_000000_000010#enc2zh#2 一个体操课中的一群孩子练习他们的翻滚
P4LS1ilfloQ_000000_000010#enc2zh#3 一个体操工作室，其中一个年轻的女孩试图在垫子上做躯体
P4LS1ilfloQ_000000_000010#enc2zh#4 教练指导一个年轻的女孩在忙碌的健身房表演翻筋斗
P4LS1ilfloQ_000000_000010#enc2zh#5 年轻的孩子在席子做体操在一个健身房与给方向的成人
P4LS1ilfloQ_000000_000010#enc2zh#6 小女孩正在学习和练习体操运动
P4LS1ilfloQ_000000_000010#enc2zh#7 体操工作室的孩子们在教练监督时练习他们的卷
P4LS1ilfloQ_000000_000010#enc2zh#8 在一个年轻女孩的成年人干杯做翻筋斗，而许多其他人执行体操
P4LS1ilfloQ_000000_000010#enc2zh#9 两个人跪在垫子上，看着一个小女孩在他们面前做了一个小女孩，而一个小男孩的手表和其他人在垫子和健身房设备上锻炼身体
OtyiGXrVnZc_000157_000167#enc2zh#0 一起两个人户外练习山上升与绳索
OtyiGXrVnZc_000157_000167#enc2zh#1 那个男人戴着头盔，用绳子爬上岩石脸的一侧
OtyiGXrVnZc_000157_000167#enc2zh#2 一个男人用手带和绳索显示，另一个男人的手表爬上悬崖
OtyiGXrVnZc_000157_000167#enc2zh#3 这两个人是攀岩，一个男人正在为另一个男人固定绳索以降低
OtyiGXrVnZc_000157_000167#enc2zh#4 一个男人在悬崖的一侧伸开，真的靠近底部
OtyiGXrVnZc_000157_000167#enc2zh#5 两个人正在轮流爬山外面
OtyiGXrVnZc_000157_000167#enc2zh#6 一个男人在攀岩墙上下降，而另一个男人的手表
OtyiGXrVnZc_000157_000167#enc2zh#7 一个男人在绳子的帮助下爬上岩石
OtyiGXrVnZc_000157_000167#enc2zh#8 一个男人从一棵树慢慢地降低了自己
OtyiGXrVnZc_000157_000167#enc2zh#9 一个男人在岩石墙的一侧排斥，而另一个男人坐在一起
aC5txX6gJLI_000003_000013#enc2zh#0 在篮球比赛的时候，两名球员凹凸箱和屏幕显示丹佛掘金队标志
aC5txX6gJLI_000003_000013#enc2zh#1 有人在电视屏幕上的篮球比赛中拍摄一个男人在篮球篮球篮球上拍摄篮球
aC5txX6gJLI_000003_000013#enc2zh#2 一些男人为丹佛掘金队打个篮球比赛
aC5txX6gJLI_000003_000013#enc2zh#3 一群人在丹佛掘金队的比赛中打篮球
aC5txX6gJLI_000003_000013#enc2zh#4 一个人倒退，而一群男人在等待打篮球
aC5txX6gJLI_000003_000013#enc2zh#5 埃尔默McGee在他在篮球比赛中获得两点后，在球场上跳舞了一个夹具
aC5txX6gJLI_000003_000013#enc2zh#6 篮球运动员在发挥作用后看着镜头
aC5txX6gJLI_000003_000013#enc2zh#7 篮球运动员在篮球场上的镜头前庆祝
aC5txX6gJLI_000003_000013#enc2zh#8 篮球运动员向后走，击中了下巴的另一名球员，导致他们离开
aC5txX6gJLI_000003_000013#enc2zh#9 篮球场上的一个人转身进入另一个男人
2v3otYP4bZc_000196_000206#enc2zh#0 艺术家追溯他们为他们的十字绣项目制作的概述
2v3otYP4bZc_000196_000206#enc2zh#1 一个女人教导如何在刺绣的鲜花上做缝纫
2v3otYP4bZc_000196_000206#enc2zh#2 一个女人用缝合项目录制自己，并显示她遵循的线
2v3otYP4bZc_000196_000206#enc2zh#3 一个人展示了你可以用针织做的所有创造性的东西
2v3otYP4bZc_000196_000206#enc2zh#4 一个女人正在缝制缝纫项目上施加整理触感
2v3otYP4bZc_000196_000206#enc2zh#5 一位女士正在用棉花和彩色线程制作穿线工作
2v3otYP4bZc_000196_000206#enc2zh#6 一位女士正在做刺绣的艺术，同时解释她所做的事情
2v3otYP4bZc_000196_000206#enc2zh#7 有人正在使用缝纫针和螺纹，在织物上制作设计
2v3otYP4bZc_000196_000206#enc2zh#8 一个人演示如何针对多色设计进行针尖
2v3otYP4bZc_000196_000206#enc2zh#9 在她回到缝纫之前，一个女人正在展示她未完成的刺绣看起来像什么
ady69p6ykqE_000001_000011#enc2zh#0 一群人站在一个领域，然后其中一个人在空中跑步并跳跃
ady69p6ykqE_000001_000011#enc2zh#1 穿着白色制服的四名男子在棒球练习
ady69p6ykqE_000001_000011#enc2zh#2 一群男人在户外玩蟋蟀比赛
ady69p6ykqE_000001_000011#enc2zh#3 一群体育运动员正在播放蟋蟀
ady69p6ykqE_000001_000011#enc2zh#4 一群男子在一个领域玩蟋蟀在一起
ady69p6ykqE_000001_000011#enc2zh#5 一个男人朝着击球手跑，并在他身上抛出一个棒球，击球运动
ady69p6ykqE_000001_000011#enc2zh#6 一个家伙被看见跑步球球和瞄准的人抬起一个蝙蝠击中它
ady69p6ykqE_000001_000011#enc2zh#7 站立的小组男子，而其中一个人跑起飞并投掷板球球
ady69p6ykqE_000001_000011#enc2zh#8 外面的领域是一支球队，所有人都穿着白色锻炼，准备玩一场板球比赛
ady69p6ykqE_000001_000011#enc2zh#9 穿着白色的三名男子展示了一场板球比赛
7YJZ6Q2ZMFU_000060_000070#enc2zh#0 妇女正在制作一个教程，同时为宏作用而编织绳索
7YJZ6Q2ZMFU_000060_000070#enc2zh#1 一个女人被证明指示某人如何使用织机
7YJZ6Q2ZMFU_000060_000070#enc2zh#2 人们通过在棍子之间交替编织螺纹
7YJZ6Q2ZMFU_000060_000070#enc2zh#3 女人正在做针织围巾的指令视频
7YJZ6Q2ZMFU_000060_000070#enc2zh#4 一位女士围绕着一些木制销钉包裹并解释她的行为
7YJZ6Q2ZMFU_000060_000070#enc2zh#5 一个女人使用木织织机包裹绳子，同时解释她在做什么
7YJZ6Q2ZMFU_000060_000070#enc2zh#6 一个女人解释了如何在设备上保持串
7YJZ6Q2ZMFU_000060_000070#enc2zh#7 一个人通过带杆子的管织造一些织物
7YJZ6Q2ZMFU_000060_000070#enc2zh#8 一个女人演示如何编织产品
7YJZ6Q2ZMFU_000060_000070#enc2zh#9 在木工具附近的某人的录影
_G9ka7ghM1c_000049_000059#enc2zh#0 一个女人让她的脚趾分开，她的指甲在获得葡萄酒时画画
_G9ka7ghM1c_000049_000059#enc2zh#1 一个人的手正在使用红指甲油放慢绘制钉子
_G9ka7ghM1c_000049_000059#enc2zh#2 人们正在高端的钉子沙龙中获得修脚和修饰
_G9ka7ghM1c_000049_000059#enc2zh#3 一位女士们通过另一个女士做了一个修指甲
_G9ka7ghM1c_000049_000059#enc2zh#4 在整个过程中显示了一个涂上她的脚趾和手指指甲的女人
_G9ka7ghM1c_000049_000059#enc2zh#5 倍数情况显示一个人正在向客户提供修脚和修指甲的地方
_G9ka7ghM1c_000049_000059#enc2zh#6 一个人画了另一个人的钉子和葡萄酒在杯子里引发了葡萄酒
_G9ka7ghM1c_000049_000059#enc2zh#7 有人正在得到他们的指甲，仔细申请指甲油
_G9ka7ghM1c_000049_000059#enc2zh#8 一个女孩拿着她的指甲，坐在那里的漂亮的酒杯
_G9ka7ghM1c_000049_000059#enc2zh#9 一个女人展示画了另一个女人的指甲
FTxa5j8T03k_000009_000019#enc2zh#0 当人们唱歌给她时，一个有乐队援助的小女孩吹灭了她的生日蜡烛
FTxa5j8T03k_000009_000019#enc2zh#1 一个年轻的女孩在她的家人手表时吹灭蛋糕上的蜡烛
FTxa5j8T03k_000009_000019#enc2zh#2 一群人向一个小女孩唱生日快乐，她爆炸了蜡烛
FTxa5j8T03k_000009_000019#enc2zh#3 一个女孩坐在生日蛋糕前面吹出蛋糕后他们唱歌
FTxa5j8T03k_000009_000019#enc2zh#4 派对嘉宾唱生日快乐，一个小女孩在一块大蛋糕上吹灭蜡烛
FTxa5j8T03k_000009_000019#enc2zh#5 在一座房子里，一个小女孩在唱歌到她时生日快乐
FTxa5j8T03k_000009_000019#enc2zh#6 一群人正在庆祝一个年轻的女孩生日和一大蛋糕
FTxa5j8T03k_000009_000019#enc2zh#7 正在点燃的蛋糕，生日庆祝者在额头上有贴纸时吹掉光线
FTxa5j8T03k_000009_000019#enc2zh#8 有一个绑带的一个女孩在她的额头吹出她的生日蜡烛
FTxa5j8T03k_000009_000019#enc2zh#9 一群人正在为一个小孩唱生日快乐
y1we1RI5qmg_000000_000010#enc2zh#0 两名男子轮流使用大锤在砧座上压扁一块金属持有的金属
y1we1RI5qmg_000000_000010#enc2zh#1 四个男人外面使用锤子和金属来执行打击乐音乐
y1we1RI5qmg_000000_000010#enc2zh#2 男性和女性正在用锤子击中金属板，而另一个男性转动它
y1we1RI5qmg_000000_000010#enc2zh#3 几个人正在使用一些锤子来捣蛋
y1we1RI5qmg_000000_000010#enc2zh#4 一个男人和拿着锤子的妇女锤击金属框架
y1we1RI5qmg_000000_000010#enc2zh#5 两种平均用锤子击中东西
y1we1RI5qmg_000000_000010#enc2zh#6 两个人用雪橇撞到一块金属，而另一个人旋转它
y1we1RI5qmg_000000_000010#enc2zh#7 一个男人和一个女人正在使用长凳铁砧和雪橇形成一块金属
y1we1RI5qmg_000000_000010#enc2zh#8 两个人轮流醒目的金属，长柄锤子
y1we1RI5qmg_000000_000010#enc2zh#9 一群人在户外两个人都使用大锤捣碎一块石头
1nihsi5qNJA_000074_000084#enc2zh#0 一个男孩去除他的眼镜，然后把它们放在桌子上，然后把头放在桌子上
1nihsi5qNJA_000074_000084#enc2zh#1 一个男孩坐在椅子上戴着他的眼镜和玩耍
1nihsi5qNJA_000074_000084#enc2zh#2 一个孩子坐在一张桌子上，然后把眼镜放在桌子上
1nihsi5qNJA_000074_000084#enc2zh#3 一个年轻的男孩展示了他对相机的处方眼镜
1nihsi5qNJA_000074_000084#enc2zh#4 一个男孩在他的脸上有规格，在桌子上脸上脸上脸上脸上露出一些动物
1nihsi5qNJA_000074_000084#enc2zh#5 一个年轻的男孩调整一双眼镜，然后坐在厨房的桌子上的手中把头放在手里
1nihsi5qNJA_000074_000084#enc2zh#6 一个小男孩在桌子上设置时，他的眼镜几次调整了几次
1nihsi5qNJA_000074_000084#enc2zh#7 一个小男孩正在穿上蓝眼镜，然后再次服用它们
1nihsi5qNJA_000074_000084#enc2zh#8 在一个年轻男孩的房间里尝试他的新眼镜
1nihsi5qNJA_000074_000084#enc2zh#9 一个带着眼镜的小男孩，他把它们放在上面而不是微笑
n7wyjDPtFtg_000003_000013#enc2zh#0 一个人正在展示如何在重量机器上做正确的形式
n7wyjDPtFtg_000003_000013#enc2zh#1 一个男人使用重量机在健身中心锻炼
n7wyjDPtFtg_000003_000013#enc2zh#2 一个男人在健身房表演三头俯卧撑
n7wyjDPtFtg_000003_000013#enc2zh#3 在健身房的一个人行使和检查他的肌肉，因为他拉扯了重量
n7wyjDPtFtg_000003_000013#enc2zh#4 一个男人在健身房做他的锻炼并专注于它
n7wyjDPtFtg_000003_000013#enc2zh#5 健身中心的一个男人正在掌上电缆机上锻炼
n7wyjDPtFtg_000003_000013#enc2zh#6 一个男人在健身房锻炼他的手臂，通过拉动机器举重
n7wyjDPtFtg_000003_000013#enc2zh#7 一个男人在一些健身器材上工作了他的上半身
n7wyjDPtFtg_000003_000013#enc2zh#8 健身房里的一个人做肱三头肌拉下运动
n7wyjDPtFtg_000003_000013#enc2zh#9 一个男人在健身房锻炼用他们的手臂举重
At8LPKnA9Zg_000134_000144#enc2zh#0 一群孩子在舞台上跳舞，因为其他人在他们身后的播放鼓
At8LPKnA9Zg_000134_000144#enc2zh#1 有些女孩在舞台上跳舞，而一个乐队在他们身后扮演
At8LPKnA9Zg_000134_000144#enc2zh#2 人们在一个舞台上跳舞，腰带
At8LPKnA9Zg_000134_000144#enc2zh#3 一群孩子在人群欢呼时跳舞了观众的同步
At8LPKnA9Zg_000134_000144#enc2zh#4 一群人在鼓手前面跳舞
At8LPKnA9Zg_000134_000144#enc2zh#5 人们在胜利竞赛中表演舞台
At8LPKnA9Zg_000134_000144#enc2zh#6 人们跳舞和表演音乐，人们在后台击中鼓
At8LPKnA9Zg_000134_000144#enc2zh#7 一群人在鼓正在玩的时候在舞台上跳舞
At8LPKnA9Zg_000134_000144#enc2zh#8 一个小组男孩正在打鼓，而一群女孩在表演期间正在舞台上跳舞
At8LPKnA9Zg_000134_000144#enc2zh#9 一系列打击乐器在舞台上玩，而一群男孩和女孩在他们面前跳舞
5eh2MbjEyXs_000003_000013#enc2zh#0 一个年轻人走在绳子上，然后在操场设备上做几次极端跳跃
5eh2MbjEyXs_000003_000013#enc2zh#1 一个人在绳索上走几步之后，然后在地面上着陆后做一个翻转
5eh2MbjEyXs_000003_000013#enc2zh#2 一群人在操场设备上做杂技
5eh2MbjEyXs_000003_000013#enc2zh#3 一个十几岁的男孩走一个绳索然后翻转各种操场设备
5eh2MbjEyXs_000003_000013#enc2zh#4 与音乐播放的汇编在操场上执行各种跑酷演习的男孩
5eh2MbjEyXs_000003_000013#enc2zh#5 一个人在一块薄薄的绳子上行走，跑步并运行，并进行几次运行翻转
5eh2MbjEyXs_000003_000013#enc2zh#6 做各种各样的跑酷演动的人，而音乐在背景中播放
5eh2MbjEyXs_000003_000013#enc2zh#7 一些男孩在走绳上行走并跳过操场设备
