3c0hLqxvSSI_000000_000010#enc2zh#0 在不同的变异的平台上的一个人俯卧撑
0jbMrrJ9yXA_000000_000010#enc2zh#2 两个孩子正在家里的地板上玩耍和摔跤
0jbMrrJ9yXA_000000_000010#enc2zh#3 两个女孩尖叫和嘲笑在地板上，当他们互相摔跤时
0jbMrrJ9yXA_000000_000010#enc2zh#4 两个女人在摔跤和在房间里面的地板上喊叫
0jbMrrJ9yXA_000000_000010#enc2zh#5 两个女孩正在尖叫和摔跤在地板上
0jbMrrJ9yXA_000000_000010#enc2zh#6 两个女孩在地板上互相摔跤
0jbMrrJ9yXA_000000_000010#enc2zh#7 两个十几岁的女孩在一个客厅地板上摔跤，当尖叫时
0jbMrrJ9yXA_000000_000010#enc2zh#8 一对客厅地板的年轻女孩战斗和笑
0jbMrrJ9yXA_000000_000010#enc2zh#9 两个女孩在起居室里互相争斗
8eBM9U5008g_000089_000099#enc2zh#0 一个人在水中把食物放在水中喂鱼
8eBM9U5008g_000089_000099#enc2zh#1 一个人正在给一所鱼学校给鱼类食物
8eBM9U5008g_000089_000099#enc2zh#2 一束鱼在水中，吃食物人们正在谈论
8eBM9U5008g_000089_000099#enc2zh#3 当人们喂它们时，鱼在池塘里游泳
8eBM9U5008g_000089_000099#enc2zh#4 鱼在坦克里游泳，吃着那些正在给他们的食物
8eBM9U5008g_000089_000099#enc2zh#5 许多橙色的鱼都在争斗，让他们被抛弃
8eBM9U5008g_000089_000099#enc2zh#6 一群鱼朝着表面游泳，试图吃一个人扔的东西
8eBM9U5008g_000089_000099#enc2zh#7 一个人把食物扔进大金鱼的池塘里
8eBM9U5008g_000089_000099#enc2zh#8 人们在池塘里喂一组几条鱼
8eBM9U5008g_000089_000099#enc2zh#9 许多锦鲤鱼在被喂食时在池塘里游泳
hu2dBJTGJqI_000012_000022#enc2zh#0 一个男人站在一家商店，拿着平板电脑作为rc直升机披肩
hu2dBJTGJqI_000012_000022#enc2zh#1 男性主人正在告诉观察者才能保持调整到他的展会
hu2dBJTGJqI_000012_000022#enc2zh#2 一只遥控直升机在站立在大屏幕前
hu2dBJTGJqI_000012_000022#enc2zh#3 一个男人正试图说服我们购买他们的一些产品，特别是玩具直升机
hu2dBJTGJqI_000012_000022#enc2zh#4 一个男人正在玩一架直升机并远程管理它
hu2dBJTGJqI_000012_000022#enc2zh#5 一个男人展示了使用玩具飞机的企业的广告
hu2dBJTGJqI_000012_000022#enc2zh#6 西装和领带的男人飞了一架遥控直升机
hu2dBJTGJqI_000012_000022#enc2zh#7 一个男人被展示拿着一张平板电脑和一只小直升机飞来飞去
hu2dBJTGJqI_000012_000022#enc2zh#8 一个西装的男人正在展示RC直升机
hu2dBJTGJqI_000012_000022#enc2zh#9 一个男人在他手中拿着一个我的垫子，另一只手将控制器拿到一架直升机，而直升机在他面前飞行
VnBZR-yBLXA_000034_000044#enc2zh#0 一个女人用额外的大削皮器剥了一个马铃薯，而不是在西葫芦上使用
VnBZR-yBLXA_000034_000044#enc2zh#1 餐具网站的厨师正在使用蔬菜削皮器剥土豆泥
VnBZR-yBLXA_000034_000044#enc2zh#2 那个女人站在厨房里，解释说，她剥了一个土豆
VnBZR-yBLXA_000034_000044#enc2zh#3 一个女人使用削皮器从马铃薯中取出皮肤
VnBZR-yBLXA_000034_000044#enc2zh#4 一个女人正在展示如何在砧板上剥土豆
VnBZR-yBLXA_000034_000044#enc2zh#5 剥土豆在一张桌上的一个妇女与土豆削皮器
VnBZR-yBLXA_000034_000044#enc2zh#6 一个女人正在展示如何使用豪华削皮器剥土豆泥
VnBZR-yBLXA_000034_000044#enc2zh#7 一个女人宣传土豆削皮器并展示了它的用途
VnBZR-yBLXA_000034_000044#enc2zh#8 站在厨房岛上一个女人正在剥土豆
VnBZR-yBLXA_000034_000044#enc2zh#9 一个女人正在展示如何用削皮器剥土豆
D-bMlkaCTDM_000000_000010#enc2zh#0 一个男孩在蓝垫上展示了如何做背拱
D-bMlkaCTDM_000000_000010#enc2zh#1 一个人首先摔倒在垫子上，然后翻转
D-bMlkaCTDM_000000_000010#enc2zh#2 一个年轻的男孩落在地板上，然后像螃蟹一样拱起
D-bMlkaCTDM_000000_000010#enc2zh#3 一个年轻人在垫子上倒在垫子上，然后滚过并做桥梁
D-bMlkaCTDM_000000_000010#enc2zh#4 一个男人在健身房，试图在一些蓝色地板上摔倒
D-bMlkaCTDM_000000_000010#enc2zh#5 一个人在他的肚子上拖到他的腹部，而在背景中的某人说粤语
D-bMlkaCTDM_000000_000010#enc2zh#6 一个男孩在充满别人的健身房练习体操锻炼
D-bMlkaCTDM_000000_000010#enc2zh#7 一个年轻的青少年男孩跳在席子上，然后做一个后弯
D-bMlkaCTDM_000000_000010#enc2zh#8 一个人站在一个蓝色的垫子上，在垫子上制作几个身体运动
D-bMlkaCTDM_000000_000010#enc2zh#9 评论员叙述做体操在健身房的席子的一个年轻人移动
Td-Vy2vCMSQ_000000_000010#enc2zh#0 穿桃红色微笑的一个女婴并黏附她的舌头
Td-Vy2vCMSQ_000000_000010#enc2zh#1 一个年轻的婴儿笑着伸出舌头，而女人说话
Td-Vy2vCMSQ_000000_000010#enc2zh#2 婴儿在笑着笑着伸出舌头
Td-Vy2vCMSQ_000000_000010#enc2zh#3 一个小宝宝坐在玩具上并伸出舌头
Td-Vy2vCMSQ_000000_000010#enc2zh#4 一个婴儿女孩坐在镜头上，微笑然后伸出她的舌头
Td-Vy2vCMSQ_000000_000010#enc2zh#5 宝宝用舌头伸出她的嘴巴来回摇摆
Td-Vy2vCMSQ_000000_000010#enc2zh#6 一个婴儿正在拉动某物，然后宝宝伸出舌头
Td-Vy2vCMSQ_000000_000010#enc2zh#7 一个婴儿微笑并在成年人说出她的名字和笑声时伸出舌头
Td-Vy2vCMSQ_000000_000010#enc2zh#8 相机后面的一个女人带到镜头上的婴儿
Td-Vy2vCMSQ_000000_000010#enc2zh#9 一个婴儿唠叨微笑并在相机前伸出舌头
zWCG4KqbeaU_000000_000010#enc2zh#0 一个男人似乎在一条小溪里面穿过岩石和水
zWCG4KqbeaU_000000_000010#enc2zh#1 男人蹲在小河一边移动手通过一个浅锅在水中
zWCG4KqbeaU_000000_000010#enc2zh#2 一个人是金淘汰，而某人在背景中发言
zWCG4KqbeaU_000000_000010#enc2zh#3 一个男人被一条小溪淘汰金子，因为另一个男人解释了他的行为
zWCG4KqbeaU_000000_000010#enc2zh#4 一个男人弯腰在水中做某事的河岸
zWCG4KqbeaU_000000_000010#enc2zh#5 一个人正在使用流动的流来清洗一个物体
zWCG4KqbeaU_000000_000010#enc2zh#6 一件黄色衬衫的男人在锅里把沙子放在锅里
zWCG4KqbeaU_000000_000010#enc2zh#7 一个男人在溪岸上是黄金淘汰，因为另一个男人描述了发生的事情
zWCG4KqbeaU_000000_000010#enc2zh#8 一个男人正在使用一个锅来寻找一个匆忙的溪流
zWCG4KqbeaU_000000_000010#enc2zh#9 一个男人在河里穿过污垢和岩石来找到金色的碎片
xYogEMyBK4k_000211_000221#enc2zh#0 一个男人展示了正确的姿势，如何摆动蝙蝠
xYogEMyBK4k_000211_000221#enc2zh#1 一个人正在做一个关于如何正确握住棒球棒的教程
xYogEMyBK4k_000211_000221#enc2zh#2 一个男人展示了他的击球立场，向我们展示了一个棒球运动员
xYogEMyBK4k_000211_000221#enc2zh#3 一名男教练展示了使用视频剪辑摆动棒球棒的技术
xYogEMyBK4k_000211_000221#enc2zh#4 棒球教练正在解释作为一个有效的击球手和使用图片来说明的步骤
xYogEMyBK4k_000211_000221#enc2zh#5 一个男人正在摆动棒球棒，因为另一个男人解释了如何挥杆
xYogEMyBK4k_000211_000221#enc2zh#6 一个男人描述了如何正确摆动棒球棒
xYogEMyBK4k_000211_000221#enc2zh#7 一个男人展示了正确展示如何采取良好的棒球挥杆
xYogEMyBK4k_000211_000221#enc2zh#8 帽中的一个老人演示了如何摆动蝙蝠
xYogEMyBK4k_000211_000221#enc2zh#9 一个男人站在标记板前面，并描述了如何摆动棒球棒
Rb2TJ_gXWXI_000139_000149#enc2zh#0 一个人在绘画和刷子脸上的脸上，在后台听到米老鼠歌曲
Rb2TJ_gXWXI_000139_000149#enc2zh#1 一位小女孩耐心等待她的脸，像米妮老鼠一样
Rb2TJ_gXWXI_000139_000149#enc2zh#2 一个蹒跚学步坐在戴着面罩的椅子上，因为另一个人将眼影应用于她的眼睛
Rb2TJ_gXWXI_000139_000149#enc2zh#3 一个女孩在她家里涂上她的脸
Rb2TJ_gXWXI_000139_000149#enc2zh#4 坐下摇头的小女孩然后弥补应用
Rb2TJ_gXWXI_000139_000149#enc2zh#5 一个小女孩在坐在椅子上涂上她的脸
Rb2TJ_gXWXI_000139_000149#enc2zh#6 一个女孩来回震动她的头，然后在她的眼睛上放了妆容
Rb2TJ_gXWXI_000139_000149#enc2zh#7 一个年轻的女孩子坐在椅子上，当她脸上涂上黑米老鼠耳朵然后一些蓝色的眼影
Rb2TJ_gXWXI_000139_000149#enc2zh#8 一个女孩正在摇她的脸，然后有人在眼睑上放更多的油漆
Rb2TJ_gXWXI_000139_000149#enc2zh#9 一个年轻的女孩展示了她的化妆的进展，然后继续得到更多完成
gdOTaYjEomQ_000079_000089#enc2zh#0 一个女孩被仔细剥落橙色并向观众展示
gdOTaYjEomQ_000079_000089#enc2zh#1 一名年轻女子仔细地雕刻了柑橘的髓，开始从剪纸中吃饭
gdOTaYjEomQ_000079_000089#enc2zh#2 一个人用刀切成一块水果，然后吃它的楔子
gdOTaYjEomQ_000079_000089#enc2zh#3 一个女孩用刀子切橙，然后吃橙色
gdOTaYjEomQ_000079_000089#enc2zh#4 使用刀子绕着橙色切割的女孩显示切片到相机，然后开始吃它
gdOTaYjEomQ_000079_000089#enc2zh#5 一个年轻的女孩给出了如何用刀子从橙色中拿出橙子然后吃它的指示
gdOTaYjEomQ_000079_000089#enc2zh#6 一个年轻的女孩坐在她的厨房桌子上，吃橙子，因为她所做的，所以她向她的朋友展示了如何剪橙，吃里面的所有纸浆
gdOTaYjEomQ_000079_000089#enc2zh#7 吃一个圆形切片的女孩橙色
gdOTaYjEomQ_000079_000089#enc2zh#8 年轻的女士正在享受用刀切割橙色，然后品尝它
gdOTaYjEomQ_000079_000089#enc2zh#9 一个女人使用刀子切割橙色并取下外皮
MN8DHS_tg3A_000025_000035#enc2zh#0 两个年轻男孩在所有四个或蹲下蹲下跳跃的跳跃和弹跳时突破垫子上的舞蹈
MN8DHS_tg3A_000025_000035#enc2zh#1 席子的两个年轻男孩试图打破舞蹈
MN8DHS_tg3A_000025_000035#enc2zh#2 穿蓝色牛仔裤的两个孩子在席子上跳舞
MN8DHS_tg3A_000025_000035#enc2zh#3 两个年轻的男孩试图在地板上散步
MN8DHS_tg3A_000025_000035#enc2zh#4 两个赤膊小男孩在健身房和垫子上跳舞
MN8DHS_tg3A_000025_000035#enc2zh#5 两个年轻男孩舞蹈和翻滚红色和蓝色地板垫
MN8DHS_tg3A_000025_000035#enc2zh#6 两个男孩在一个房间里休息跳舞竞争
MN8DHS_tg3A_000025_000035#enc2zh#7 两个小男孩是在地板上跳舞的嘻哈
MN8DHS_tg3A_000025_000035#enc2zh#8 两个小男孩在蓝色和红色的垫子上跳跃并跳舞
MN8DHS_tg3A_000025_000035#enc2zh#9 一群孩子在一起，因为他们反弹并开始在一个小垫子上移动他们的腿
ZoncDWHJQnQ_000775_000785#enc2zh#0 两名男子在美国击剑比赛中休息
ZoncDWHJQnQ_000775_000785#enc2zh#1 两个围栏运动员准备围着彼此，而其他人在他身边练习
ZoncDWHJQnQ_000775_000785#enc2zh#2 两个带挡板的男人在竞技场中走进舞台上，当他们放在遮阳板上时，竞争对手碾磨
ZoncDWHJQnQ_000775_000785#enc2zh#3 两个人在一个房间里，用面具准备互相围栏
ZoncDWHJQnQ_000775_000785#enc2zh#4 在一个大型室内体育馆队的击剑队的全齿轮准备翼梁
ZoncDWHJQnQ_000775_000785#enc2zh#5 一个男人走到赛道上，在接受姿势开始与对手的击剑战斗时戴着面具
ZoncDWHJQnQ_000775_000785#enc2zh#6 一群人在围栏比赛中，两个人准备决斗
ZoncDWHJQnQ_000775_000785#enc2zh#7 一个围栏的竞争开始，即两个人互相面对
ZoncDWHJQnQ_000775_000785#enc2zh#8 一群男人正在准备围栏在体育馆中，而其他人则观看
ZoncDWHJQnQ_000775_000785#enc2zh#9 一群人在人面前击剑
_mOLCx0ajag_000071_000081#enc2zh#0 当他跳过时，拿着纸张可折叠风扇的男人横穿一只绳子
_mOLCx0ajag_000071_000081#enc2zh#1 一个男人拿着一个白色的粉丝，走在薄绳的平衡上
_mOLCx0ajag_000071_000081#enc2zh#2 一个男人在一只脚上一边的绳子上的绳索跳跃
_mOLCx0ajag_000071_000081#enc2zh#3 一个男人用白色和红色的锯齿跳过一根绳子然后蹲在它上面
_mOLCx0ajag_000071_000081#enc2zh#4 一个男人在一只脚上悬挂在空中的细线上，然后用他的后端做
_mOLCx0ajag_000071_000081#enc2zh#5 一个男人穿着白色服装和右手的粉丝正在在欢呼的人群前面的尖塔上做杂技
_mOLCx0ajag_000071_000081#enc2zh#6 服装中的一个男人在一个欢呼的人群面前的紧身绳子上表现出一些伎俩
_mOLCx0ajag_000071_000081#enc2zh#7 一个穿着服装的男人在紧身绳子上用道具跳跃跳舞
_mOLCx0ajag_000071_000081#enc2zh#8 一个人在大群面前的紧身绳子上表演技巧
_mOLCx0ajag_000071_000081#enc2zh#9 穿着服装的男人走过横跨，并在懒散的线上反弹
nEnK1l8WzBo_000290_000300#enc2zh#0 一个孩子在厨房里使用一些厨房用具，而生蛋坐在煎锅中
nEnK1l8WzBo_000290_000300#enc2zh#1 一个年轻的女孩正在使用刮刀和煎锅来煮鸡蛋
nEnK1l8WzBo_000290_000300#enc2zh#2 一个孩子拿起一个刮刀，在滚刀上用一个生鸡蛋移动到滚刀上
nEnK1l8WzBo_000290_000300#enc2zh#3 一个人抓住刮刀，用它在煎锅上移动鸡蛋的粘性
nEnK1l8WzBo_000290_000300#enc2zh#4 一个女孩拿着刮刀，她展示了如何刮锅
nEnK1l8WzBo_000290_000300#enc2zh#5 有人使用刮刀在煎锅中移动食物
nEnK1l8WzBo_000290_000300#enc2zh#6 一个人试图在厨房里的锅中得到鸡蛋
nEnK1l8WzBo_000290_000300#enc2zh#7 烹调一个鸡蛋的年轻女孩，当解释她在做什么
nEnK1l8WzBo_000290_000300#enc2zh#8 凸轮上的一位女士正在烹饪鸡蛋时展示她使用的东西
nEnK1l8WzBo_000290_000300#enc2zh#9 一个人在厨房里，他们抓住了一个刮刀，他们用它在锅里移动一个鸡蛋
lpk87LpIlMU_000113_000123#enc2zh#0 两个迪士尼冻结公主的谜题是一个逐一的
lpk87LpIlMU_000113_000123#enc2zh#1 有人从动画中汇集了一个人物的谜题
lpk87LpIlMU_000113_000123#enc2zh#2 作为音乐播放，拼图被拼凑在一起
lpk87LpIlMU_000113_000123#enc2zh#3 一个人汇集了迪士尼风格的拼图
lpk87LpIlMU_000113_000123#enc2zh#4 一个女孩把拼图拼凑在一起完成图片拼图
lpk87LpIlMU_000113_000123#enc2zh#5 一个人一起放一个益智与音乐在播放它上
lpk87LpIlMU_000113_000123#enc2zh#6 一个人在一次迪斯尼冻结谜题
lpk87LpIlMU_000113_000123#enc2zh#7 一个人在桌子上把拼图放在桌子上
lpk87LpIlMU_000113_000123#enc2zh#8 一个人正在把一个冷冻的拼图拼图放在地上
lpk87LpIlMU_000113_000123#enc2zh#9 一个女孩在音乐播放时举起一个卡通人物难题
PgPpwbIUrcw_000069_000079#enc2zh#0 一个强大的男子力量在健身房举重
PgPpwbIUrcw_000069_000079#enc2zh#1 一个男人在一个健身房里，他从它的架子上抬起一个沉重的杠铃，然后把它抬起在他的头顶上方，然后把它归还给摊位
PgPpwbIUrcw_000069_000079#enc2zh#2 一个大人站在房间的中间，拿起大量的重量
PgPpwbIUrcw_000069_000079#enc2zh#3 在一个健身房，一个男人在举重时站起来
PgPpwbIUrcw_000069_000079#enc2zh#4 一个男人穿着重量皮带从健身房里举起杠铃
PgPpwbIUrcw_000069_000079#enc2zh#5 一个男人手里有一个重量的酒吧，上下抬起它们
PgPpwbIUrcw_000069_000079#enc2zh#6 在音乐演奏时，举重者在健身房肩上抬起重杠铃
PgPpwbIUrcw_000069_000079#enc2zh#7 一个人在一个房间里携带重量的人自己蹲下
PgPpwbIUrcw_000069_000079#enc2zh#8 一个非常大的男人挑选了一个非常沉重的体重，并蹲下并开始再做一次
PgPpwbIUrcw_000069_000079#enc2zh#9 锻炼健身房的一个人执行未加工的蹲坐的重量升降机与一个重的杠铃
WtJ6gY4OgKA_000004_000014#enc2zh#0 两名男子携带一只猪，它被吹到露天火灾上
WtJ6gY4OgKA_000004_000014#enc2zh#1 两个人把一只大猪带到一个火坑烤
WtJ6gY4OgKA_000004_000014#enc2zh#2 两名男子携带穿着整个牛转向的吐在吐烤箱里烤
WtJ6gY4OgKA_000004_000014#enc2zh#3 两个家伙在某处留在棍子上的猪
WtJ6gY4OgKA_000004_000014#enc2zh#4 两个人正在将一只尸体从站点运送到火坑
WtJ6gY4OgKA_000004_000014#enc2zh#5 两名男子携带一只猪，吐了一下火灾
WtJ6gY4OgKA_000004_000014#enc2zh#6 公园里的两名男子正在为烤猪做好准备
WtJ6gY4OgKA_000004_000014#enc2zh#7 两只男人携带一只大猪，准备了他的吐
WtJ6gY4OgKA_000004_000014#enc2zh#8 几名男子将死亡的动物带到烹饪区
WtJ6gY4OgKA_000004_000014#enc2zh#9 两个人试图烹饪整个猪肉清洁被绑在棍子上被留在火下
HazUCD_GWTw_000000_000010#enc2zh#0 一个人定期中断机器上的中断，以做一个深膝上蹲下
HazUCD_GWTw_000000_000010#enc2zh#1 一个女人在跑步机上跑上相当迅速地停在一起，然后做一个蹲下
HazUCD_GWTw_000000_000010#enc2zh#2 在跑步机上运行时，一个女人在跑步时做了几个仰卧起坐
HazUCD_GWTw_000000_000010#enc2zh#3 有人正在蹲下，同时在跑步机上运行
HazUCD_GWTw_000000_000010#enc2zh#4 一个女人在跑步机上反复跑步和深蹲
HazUCD_GWTw_000000_000010#enc2zh#5 一个人在螺纹磨坊中行走快，通过将腿部保持在机器边缘
HazUCD_GWTw_000000_000010#enc2zh#6 一个人正在快速跑步，蹲在跑步机上很慢
HazUCD_GWTw_000000_000010#enc2zh#7 一个女人在跑步机上跑步，同时做蹲下
HazUCD_GWTw_000000_000010#enc2zh#8 一个女人正在跑步机上跑步，然后开始跳到一边，做蹲下
HazUCD_GWTw_000000_000010#enc2zh#9 一个女人在跑步机上做练习，涉及浸渍和跑步
RR74FLsoKdQ_000008_000018#enc2zh#0 一群男孩和女孩正在跳进一个充满气球的蹦床
RR74FLsoKdQ_000008_000018#enc2zh#1 一群孩子在他们脱落时与各种球蹦蹦跳跳，他们很开心
RR74FLsoKdQ_000008_000018#enc2zh#2 一群孩子跳上了一个蹦床，有很多气球
RR74FLsoKdQ_000008_000018#enc2zh#3 一群孩子跳上一个气球的封闭式蹦床
RR74FLsoKdQ_000008_000018#enc2zh#4 一群年轻的男孩和女孩正在跳跃，在一个绳索的区域上玩耍，在那里他们在气球周围移动时遍布它们
RR74FLsoKdQ_000008_000018#enc2zh#5 孩子们正在跳过一个气球封闭的蹦床
RR74FLsoKdQ_000008_000018#enc2zh#6 一群孩子在一起，他们玩塑料球跳跃
RR74FLsoKdQ_000008_000018#enc2zh#7 几个孩子跳上一个充满气球的蹦床
RR74FLsoKdQ_000008_000018#enc2zh#8 孩子们在一个封闭的蹦床上弹出它也有气球
RR74FLsoKdQ_000008_000018#enc2zh#9 一群孩子在充满气球的蹦床中玩耍
noCKr2pC5K0_000000_000010#enc2zh#0 一个婴儿坐在一个弹性的秋千开始睡着了一点醒来
noCKr2pC5K0_000000_000010#enc2zh#1 一个小男孩坐在婴儿车里，在环顾四周时上下蹦蹦跳跳
