7CN3ENwfMBE_000096_000106#zh#0 一个穿着黑色衣服的人和另一个拿着纸在说话。
hOL-vgb3wpc_000004_000014#zh#9 在一个房子里，一个小孩子手上拿着一张纸在载着自己的鼻子。
u3t1LyjsakQ_000012_000022#zh#0 周边都是山，其中有一个银色长长的管道。
u3t1LyjsakQ_000012_000022#zh#1 一个人坐在滑轮车上看着对面和前面的东西。
u3t1LyjsakQ_000012_000022#zh#2 一个人坐在小车上，然后从轨道上滑了下来，速度很快。
u3t1LyjsakQ_000012_000022#zh#3 在一个户外草地上，一个人在白色的滑道上滑行。
u3t1LyjsakQ_000012_000022#zh#4 敞亮的室外，地面上种有很多绿色的植物。
u3t1LyjsakQ_000012_000022#zh#5 在一个金属卢格轨道，一个人从滑道上滑了下了。
u3t1LyjsakQ_000012_000022#zh#6 一个人正在使用工具在一条跑道上快速的移动着。
u3t1LyjsakQ_000012_000022#zh#7 一个人从一座弯弯曲曲的山上骑着雪橇滑下来。
u3t1LyjsakQ_000012_000022#zh#8 一个人乘坐山上的银色滑道往山下去。
u3t1LyjsakQ_000012_000022#zh#9 一个人快速在长长的金属轨道上滑动。
05DTqECiJtI_000223_000233#zh#0 雪地上三个人推着一个坐在车上的人前进。
05DTqECiJtI_000223_000233#zh#1 四个人把雪地车推着跑起来，然后四个人都陆续坐了上去。
05DTqECiJtI_000223_000233#zh#2 四个男人推着车走在雪路上，一堆人看着他们。
05DTqECiJtI_000223_000233#zh#3 在一个明亮的室外，一群人正在雪地上滑雪。
05DTqECiJtI_000223_000233#zh#4 四个男人一边跑一边推着雪橇，然后依次坐上雪橇。
05DTqECiJtI_000223_000233#zh#5 一个四人滑雪橇队在赛道上奔跑，同时一名解说员解释了这一行为。
05DTqECiJtI_000223_000233#zh#6 三个人快速地推着雪橇车拼命向下冲。
05DTqECiJtI_000223_000233#zh#7 一个团队正在参加一场比赛中的鲍勃雪橇事件。
05DTqECiJtI_000223_000233#zh#8 一群运动员正在把雪橇推下陡峭的山坡。
05DTqECiJtI_000223_000233#zh#9 当播音员在谈论他们的时间和速度时，一个小组在跳跃前推动一个雪橇。
2f1o8NBxqX0_000012_000022#zh#0 四个外国男人全身武装坐在滑雪车里喝着啤酒。
2f1o8NBxqX0_000012_000022#zh#1 几名身穿蓝色上衣，头戴白色安全帽的男人坐在雪车里在滑雪。
2f1o8NBxqX0_000012_000022#zh#2 四个人陆续的出来，并且手里拿着易拉罐喝了。
2f1o8NBxqX0_000012_000022#zh#3 在室外的一个雪地上，有很多戴着帽子，穿着蓝色衣服的人手上拿着饮料。
2f1o8NBxqX0_000012_000022#zh#4 四个带着白色头盔蓝色上衣的男子正坐在一辆车子上欢呼。
2f1o8NBxqX0_000012_000022#zh#5 四个人坐在雪橇里喝着啤酒，并向雪山下划去。
2f1o8NBxqX0_000012_000022#zh#6 一些人正坐在一辆红色的车里一边喝着手中的饮料一边开心的举起手臂。
2f1o8NBxqX0_000012_000022#zh#7 四个人坐在雪橇上喝着罐装苏打水。
2f1o8NBxqX0_000012_000022#zh#8 4个穿着蓝色衣服戴着白色帽子的男子在红色的雪橇上喝东西。
2f1o8NBxqX0_000012_000022#zh#9 一个是雪橇上，坐着四个戴着白色头盔的男性，正在缓慢的喝着饮料经过。
QxXg5-gKH6I_000006_000016#zh#0 一个光着上身的男人用冲浪板在海边冲浪。
QxXg5-gKH6I_000006_000016#zh#1 一名男子躺在划水板上在海中划水，被海浪推上沙滩。
QxXg5-gKH6I_000006_000016#zh#2 一个穿沙滩裤的男子趴在浮板上在海里玩冲浪。
QxXg5-gKH6I_000006_000016#zh#3 一个男人，趴在冲浪板上，海浪把他打在了沙滩上。
QxXg5-gKH6I_000006_000016#zh#4 一个穿着花短裤的人正在水里冲浪。
QxXg5-gKH6I_000006_000016#zh#5 有一个男人在海滩上的大浪上玩冲浪。
QxXg5-gKH6I_000006_000016#zh#6 一个男孩乘着冲浪板冲向海岸。
QxXg5-gKH6I_000006_000016#zh#7 一个男人趴在他的冲浪板上，然后被海浪冲上了沙滩。
QxXg5-gKH6I_000006_000016#zh#8 一个穿着短裤的男人正在冲浪板上冲浪并来到岸边。
QxXg5-gKH6I_000006_000016#zh#9 一个没有穿上衣的男子手里拿着工具在海里冲浪。
yXJissThYQM_000070_000080#zh#0 在一片大海里一个男人和一个女人在海边玩耍。
yXJissThYQM_000070_000080#zh#1 一男一女在海边玩耍，女人趁着波浪做了个游泳动作。
yXJissThYQM_000070_000080#zh#2 一男一女正在沙滩边缘玩闹，女人却被浪扑倒了。
yXJissThYQM_000070_000080#zh#3 一个光着上半身的人和一个穿着背心的人在海边玩耍。
yXJissThYQM_000070_000080#zh#4 一名身穿蓝色裤子的男子和一名身穿黑色上衣的女子，正在海边玩耍。
yXJissThYQM_000070_000080#zh#5 一个男人和一个女人在海边的水里嬉戏。
yXJissThYQM_000070_000080#zh#6 在大海里有一个男人和一个女人在冲来的浪花下面玩耍。
yXJissThYQM_000070_000080#zh#7 一个男人和一个女人在海岸上被海浪冲击，女人被冲击倒了。
yXJissThYQM_000070_000080#zh#8 一男一女在海边跑来跑去和用身体冲浪。
yXJissThYQM_000070_000080#zh#9 一男一女在海中玩耍，一道海浪把女人拍倒在地。
mnxpWS2SGF4_000000_000010#zh#0 三个人在海里游泳，其中有两个人被浪卷着向第三个而去。
mnxpWS2SGF4_000000_000010#zh#1 有几个男人在海浪很高的大海里游泳。
mnxpWS2SGF4_000000_000010#zh#2 海上的海浪非常大，两个人正在奋力地游走。
mnxpWS2SGF4_000000_000010#zh#3 在一个海面上有三个人跟着波浪一起翻滚。
mnxpWS2SGF4_000000_000010#zh#4 海面上海浪翻滚，几个人在浪花里游来游去。
mnxpWS2SGF4_000000_000010#zh#5 一群男人在翻涌着波浪的海洋里游泳。
mnxpWS2SGF4_000000_000010#zh#6 三个人正在波涛汹涌的海浪里游泳。
mnxpWS2SGF4_000000_000010#zh#7 几个人白天在大海里随着海浪正在游泳。
mnxpWS2SGF4_000000_000010#zh#8 一群人在波涛汹涌的海面上奋力的游着泳。
mnxpWS2SGF4_000000_000010#zh#9 一个大浪把在游泳的两个人卷进水里，另外一个人看到后奋力往前游。
38Jn4r_pcpg_000167_000177#zh#0 一个外国男人在厨房里拿起两瓶液体，并把其中一瓶的液体倒入另一瓶中。
38Jn4r_pcpg_000167_000177#zh#1 一个男人从锅中拿出两瓶啤酒，并将其中一瓶倒向另外一瓶中。
38Jn4r_pcpg_000167_000177#zh#2 在一个房间里，一个穿短袖的人手上拿着瓶子。
38Jn4r_pcpg_000167_000177#zh#3 一个男人在房间里拿着两瓶酒在调酒。
38Jn4r_pcpg_000167_000177#zh#4 一个男人左右手里各拿着一支装有液体的瓶子。
38Jn4r_pcpg_000167_000177#zh#5 一个男人站在一个装满瓶子的锅前，演示如何填充它们。
38Jn4r_pcpg_000167_000177#zh#6 一个男人从盆里拿出两瓶液体，并把一个瓶子里的液体倒进另一个瓶子里。
38Jn4r_pcpg_000167_000177#zh#7 一个男人拿出来两个瓶子，把一个瓶子里的液体倒进另一个瓶子。
38Jn4r_pcpg_000167_000177#zh#8 一个人拿了两个瓶子，然后把瓶中的液体从一个瓶子里倒进另一个瓶子里。
38Jn4r_pcpg_000167_000177#zh#9 一个男人拿起两瓶酒随后把一瓶酒往另一瓶里倒。
kZIJIxxDLxc_000034_000044#zh#0 在一间房子里面，一个女子正在用空瓶子接酒。
kZIJIxxDLxc_000034_000044#zh#1 一个女人尝试用吸管从桌上的罐子中吸出液体。
kZIJIxxDLxc_000034_000044#zh#2 一个箱子里有很多瓶子，一个人扶着箱子，另个人扶着桌子上插进大瓶子里的软管。
kZIJIxxDLxc_000034_000044#zh#3 明亮的房间内，一个女人，在接着桶里流出的饮料。
kZIJIxxDLxc_000034_000044#zh#4 一个人跪坐在地上，旁边有一个盛着黑色液体的容器。
kZIJIxxDLxc_000034_000044#zh#5 两名女子在交谈着，并将装有大容器液体吸到较小的容器中。
kZIJIxxDLxc_000034_000044#zh#6 一个人将管子固定在瓶子的颈部和桌子上的桶中。
kZIJIxxDLxc_000034_000044#zh#7 女人正在把水罐里的酒放进瓶子里，放一些液体。
kZIJIxxDLxc_000034_000044#zh#8 :两个女人正在尝试制造某种酒精饮料。
kZIJIxxDLxc_000034_000044#zh#9 在室内， 两个女人正在做某种自制的酒精。
fubaMi0dJug_000001_000011#zh#0 两个金发小孩正趴在彩色的充气城堡里玩耍。
fubaMi0dJug_000001_000011#zh#1 两个小孩在蹦床上玩得很开心摔在地上爬不起来。
fubaMi0dJug_000001_000011#zh#2 两个小孩子在一个蹦床上爬来爬去。
fubaMi0dJug_000001_000011#zh#3 在充气垫里面，两个小孩在开心的玩着翻转趴在气垫上。
fubaMi0dJug_000001_000011#zh#4 在一个毯子上面，有两个小孩子在爬行。
fubaMi0dJug_000001_000011#zh#5 两个小男孩在红色的弹力房里面玩耍。
fubaMi0dJug_000001_000011#zh#6 两个小孩在红色的充气城堡里玩耍，其中一个手里拿着一个球。
fubaMi0dJug_000001_000011#zh#7 两个小孩在充气的跳床上爬来爬去。
fubaMi0dJug_000001_000011#zh#8 两个小男孩在红色的充气床上爬行。
fubaMi0dJug_000001_000011#zh#9 两个小男孩在蹦蹦跳跳的房子里蹦蹦跳跳，玩得很开心。
0LY2o7pBVCo_000028_000038#zh#0 一个穿着粉色外套的小女孩在蹦床上快乐地玩耍。
0LY2o7pBVCo_000028_000038#zh#1 一个戴粉红色帽子的小孩和一个女子在充气房子上玩。
0LY2o7pBVCo_000028_000038#zh#2 一个穿着粉色上衣的孩子在充气床上玩耍。
0LY2o7pBVCo_000028_000038#zh#3 一个穿着粉色上衣的小女孩在玩蹦床。
0LY2o7pBVCo_000028_000038#zh#4 一个戴着帽子的小朋友正在蓝色的跳床上跳跃。
0LY2o7pBVCo_000028_000038#zh#5 一个小孩子在一个男人的陪伴下快乐地在跳蹦床。
0LY2o7pBVCo_000028_000038#zh#6 一个小孩子和一个女人正在弹力屋里跳来跳去。
0LY2o7pBVCo_000028_000038#zh#7 一个小女孩和一个成年人在一个充气的弹跳城堡里玩耍。
0LY2o7pBVCo_000028_000038#zh#8 一个穿着粉色外套的小女孩正和一个女人在蹦床里玩耍。
0LY2o7pBVCo_000028_000038#zh#9 一个小女孩和一个女人在一个充气的房子里跳来跳去。
fC-ntuomHVE_000003_000013#zh#0 在一个大型的游乐场，几个人正在开心的玩耍。
fC-ntuomHVE_000003_000013#zh#1 4名男子和2名女子在气垫设施上愉快的玩耍。
fC-ntuomHVE_000003_000013#zh#2 一群孩子正在充气的垫子上面高兴的玩耍。
fC-ntuomHVE_000003_000013#zh#3 几个人在类似跳跳床的游戏床上玩耍笑闹。
fC-ntuomHVE_000003_000013#zh#4 在一个室内里，有几个小孩在一起玩耍。
fC-ntuomHVE_000003_000013#zh#5 成年人和一群孩子们在一个快泄气的弹跳屋里打滚。
fC-ntuomHVE_000003_000013#zh#6 一群孩子正在一个充气城堡里开心地玩耍着。
fC-ntuomHVE_000003_000013#zh#7 一个孩子与她的朋友在一个充气城堡举行的第一次生日派对。
fC-ntuomHVE_000003_000013#zh#8 一群孩子在一个充气房子里蹦蹦跳跳。
fC-ntuomHVE_000003_000013#zh#9 一群孩子和两个成年男人在充气城堡里玩耍。
Vkf5LTosAGo_000030_000040#zh#0 一些人正在充气的小游乐园里玩耍，接着一个男的从中走了出来。
Vkf5LTosAGo_000030_000040#zh#1 一群人在一个充气床上玩耍，之后一个男孩从上面走了下来。
Vkf5LTosAGo_000030_000040#zh#2 一个穿着黑色上衣的男人正在室外玩耍。
Vkf5LTosAGo_000030_000040#zh#3 在一个阳光明媚的天气，一些人在充气玩具里玩耍。
Vkf5LTosAGo_000030_000040#zh#4 一个穿着黑色衣服的人从一个地方走出来。
Vkf5LTosAGo_000030_000040#zh#5 一个弹跳房里面的年轻人在玩耍，其中一个男孩子走了下来。
Vkf5LTosAGo_000030_000040#zh#6 在户外一群人在“暴乱的保镖”上面玩。
Vkf5LTosAGo_000030_000040#zh#7 在阳光明媚的日子里, 一个人走出了一个弹力城堡。
Vkf5LTosAGo_000030_000040#zh#8 有两个男孩和两个女孩在一个充气城堡里面玩耍。
Vkf5LTosAGo_000030_000040#zh#9 几个年轻人在一块具有弹性的垫子上玩耍，然后其中的一个男孩朝前方走来。
kdOWzelpQA0_000003_000013#zh#0 一个穿短裤短袖的小男孩在蹦床上跳着，并在空中翻了个跟斗。
kdOWzelpQA0_000003_000013#zh#1 一个男人在蹦床上蹦着表演空翻，第一次失败后，第二次成功了，旁边的人给他鼓掌。
kdOWzelpQA0_000003_000013#zh#2 一个小男孩在蹦床上蹦着忽然高跳来了个空翻。
kdOWzelpQA0_000003_000013#zh#3 一个男子在蹦床上面跳跃，做出后空翻的动作。
kdOWzelpQA0_000003_000013#zh#4 一个男子在蹦床上跳跃，在空中翻个跟斗落下，另一个人在旁边鼓掌。
kdOWzelpQA0_000003_000013#zh#5 一个青少年在蹦床上弹跳，然后进行后空翻。
kdOWzelpQA0_000003_000013#zh#6 一个十几岁的男孩跳在蹦床上做后空翻。
kdOWzelpQA0_000003_000013#zh#7 一个男孩在蹦床上跳，并且做了两个后空翻。
kdOWzelpQA0_000003_000013#zh#8 一个穿着灰色衣服的男人正在蹦床上跳跃。
kdOWzelpQA0_000003_000013#zh#9 一个青少年正在蹦床上做后空翻，他的朋友正在观看。
4IuFjys0TAY_000024_000034#zh#0 在一个户外的蹦床上几个小朋友在跳着投篮球。
4IuFjys0TAY_000024_000034#zh#1 四个小男孩子在蹦蹦床上轮着投蓝球。
4IuFjys0TAY_000024_000034#zh#2 四个小朋友在跳跳床上轮流用一个球灌篮。
4IuFjys0TAY_000024_000034#zh#3 几个小男孩在一个蹦床上拿着篮球扔到旁边的篮筐。
4IuFjys0TAY_000024_000034#zh#4 四个孩子在蹦床上分别将球扔进球框里。
4IuFjys0TAY_000024_000034#zh#5 4个小男孩在蹦床上弹跳时向篮筐里面投篮球。
4IuFjys0TAY_000024_000034#zh#6 四个小男孩在一个蹦床上玩着投篮游戏，一个小男孩投进了一个球。
4IuFjys0TAY_000024_000034#zh#7 一群孩子在蹦床上跳来跳去，并开心地打篮球。
4IuFjys0TAY_000024_000034#zh#8 四个小男孩在树林里的蹦床上打篮球。
4IuFjys0TAY_000024_000034#zh#9 四个小孩在蹦床上玩耍，其中将手里的球投向蹦床上的球篮里。
5veWf2yfKmo_000001_000011#zh#0 一个穿蓝色衣服的女孩在保龄球室扔出一个保龄球。
5veWf2yfKmo_000001_000011#zh#1 在一个保龄球馆，小弟弟与小妹妹在玩保龄球。
5veWf2yfKmo_000001_000011#zh#2 一个短发小女孩在高兴地打保龄球。
5veWf2yfKmo_000001_000011#zh#3 在一个房间里，一个女孩在扔保龄球。
5veWf2yfKmo_000001_000011#zh#4 在保龄球的场地里面，一个穿着蓝色衣服的小孩子，手里拿着保龄球在投掷。
5veWf2yfKmo_000001_000011#zh#5 在一个保龄球馆里，一个孩子在她朋友的观看下打着保龄球。
5veWf2yfKmo_000001_000011#zh#6 一个小女孩在保龄球馆，并扔出去了一个保龄球。
5veWf2yfKmo_000001_000011#zh#7 一个小女孩正在一个保龄球馆里玩一个保龄球游戏。
5veWf2yfKmo_000001_000011#zh#8 一个小女孩正试着打保龄球，把保龄球扔进巷子里。
5veWf2yfKmo_000001_000011#zh#9 在一个运动场地，有一个女孩正在打着保龄球。
-jOClYqKtE8_000003_000013#zh#0 三个男人在站在保龄球馆上，将保龄球扔向远处。
-jOClYqKtE8_000003_000013#zh#1 一群人在保龄球管里快乐的打着保龄球。
-jOClYqKtE8_000003_000013#zh#2 一个穿着白色上衣的男子在玩保龄球。
-jOClYqKtE8_000003_000013#zh#3 明亮的房间内，一些人，在地板上，玩着保龄球。
-jOClYqKtE8_000003_000013#zh#4 一个穿蓝色衣服的男子将手中的保龄球扔出，然后转身小跑回来。
-jOClYqKtE8_000003_000013#zh#5 在保龄球馆，一群人在热闹地打着保龄球。
-jOClYqKtE8_000003_000013#zh#6 一些人正在保龄球馆里开心的打着保龄球。
-jOClYqKtE8_000003_000013#zh#7 在一个保龄球馆里，人们在打保龄球，而其他人则在旁边观看和说话。
-jOClYqKtE8_000003_000013#zh#8 有人看见三个投球手在一个保龄球馆发射他们的球。
-jOClYqKtE8_000003_000013#zh#9 三个人在相邻的赛道上同时间丢出保龄球。
nF64BTCr6P8_000001_000011#zh#0 在保龄球厅里，一个小男孩帮一个小女孩拿了一个保龄球。
nF64BTCr6P8_000001_000011#zh#1 一个小女孩拿了一个保龄球，一个小男孩给她拿了一个保龄球架。
nF64BTCr6P8_000001_000011#zh#2 一名穿着白色上衣的小女孩在和小男孩打保龄球。
nF64BTCr6P8_000001_000011#zh#3 一个穿着深色衣服的人正在玩橄榄球。
nF64BTCr6P8_000001_000011#zh#4 一个小孩拿着一个保龄球费劲的站在地上，一个小孩推着一个架子走到保龄球道的一边。
nF64BTCr6P8_000001_000011#zh#5 两个小孩子互相帮助的在玩保龄球。
nF64BTCr6P8_000001_000011#zh#6 一个年轻男孩帮助一个年轻女孩建立一个保龄球适应性的设备。
nF64BTCr6P8_000001_000011#zh#7 一个小女孩拿着保龄球站着，一个小男孩把一个支架拉到球道口，小女孩把球放到这个支架上。
nF64BTCr6P8_000001_000011#zh#8 一个穿着白色上衣的小女孩正在拿保龄球。
nF64BTCr6P8_000001_000011#zh#9 两个小孩子正在使用保龄球工具来帮他们打保龄球。
_CZuzcuFC8Q_000173_000183#zh#0 房间里有一个黑人女子正在给自己编头发。
_CZuzcuFC8Q_000173_000183#zh#1 一个人扭转的头两只双手在给自己做编辫子动作。
_CZuzcuFC8Q_000173_000183#zh#2 一个穿黑色衣服的女子在给自己的头发编辫子。
_CZuzcuFC8Q_000173_000183#zh#3 一个黑色皮肤的女子在给自己的头发辫辫子。
_CZuzcuFC8Q_000173_000183#zh#4 在一个房间里，有一个人在用手编头发。
_CZuzcuFC8Q_000173_000183#zh#5 一个女人一边对着相机描述她所做的事情时，一边把头发编起来。
_CZuzcuFC8Q_000173_000183#zh#6 一个年轻的女人正在做一个关于编织头发的教程。
_CZuzcuFC8Q_000173_000183#zh#7 一位女士展示了她如何用三股辫子梳理她的头发。
_CZuzcuFC8Q_000173_000183#zh#8 一个穿着紫色上衣的女人正在房间里编头发。
_CZuzcuFC8Q_000173_000183#zh#9 在浴室里，一个女人在说话的时候编头发。
y5lr2k8kaiA_000053_000063#zh#0 在一个房子里有一个戴着白色手套的人正在面粉里搅拌。
y5lr2k8kaiA_000053_000063#zh#1 一个人戴着手套搅拌着鸡腿，将鸡腿与粉末混合均匀。
