G9zN5TTuGO4_000179_000189#zh#0 在野外，一个人正在悬吊在冰地里面进行作业。
6ZojdU1fPOo_000001_000011#zh#9 在漆黑的环境里，一群人正在跟着音乐拍手。
35_IiB3_nVw_000017_000027#zh#0 一个婴儿坐在婴儿椅上拍手，嘴里发出声音。
35_IiB3_nVw_000017_000027#zh#1 一个孩子坐着在拍手，同时嘴里还喃喃自语。
35_IiB3_nVw_000017_000027#zh#2 一个小孩拍着手，嘴里嘟囔着，眼睛看向了别处。
35_IiB3_nVw_000017_000027#zh#3 一个白白胖胖的小孩子一边说话一边拍手。
35_IiB3_nVw_000017_000027#zh#4 一个婴儿拍着双手，嘴里嘟囔着什么，坐在椅子上。
35_IiB3_nVw_000017_000027#zh#5 一个坐着的小孩在唱歌的时候拍着手。
35_IiB3_nVw_000017_000027#zh#6 坐在婴孩餐椅上的婴孩，在高兴的拍手和颂歌。
35_IiB3_nVw_000017_000027#zh#7 一个小女孩坐在一张高椅子上拍着手，嘴里还喋喋不休的呀呀学语。
35_IiB3_nVw_000017_000027#zh#8 一个婴儿坐在椅子上对着镜头拍着手。
35_IiB3_nVw_000017_000027#zh#9 一个婴儿在高脚椅上拍手和牙牙学语。
mF5qk0efJbo_000000_000010#zh#0 一位妈妈抱着小孩做各种动作逗小孩。
mF5qk0efJbo_000000_000010#zh#1 一个女人手搂着一个小孩，小孩子听到另一个女的唱歌，开心地拍着手。
mF5qk0efJbo_000000_000010#zh#2 一个穿着白色衣服的人正在抱着一个小孩。
mF5qk0efJbo_000000_000010#zh#3 一个外国女人的腿上坐着一个外国小孩在拍手。
mF5qk0efJbo_000000_000010#zh#4 在昏暗的房间内，一个女人，抱着一个小孩，坐在床边玩耍。
mF5qk0efJbo_000000_000010#zh#5 一个婴儿拿起一个玩具，然后看着有人对婴儿唱歌。
mF5qk0efJbo_000000_000010#zh#6 一个女人怀里抱着一个婴儿，当另一个女人唱起歌时，这个婴儿也随着歌的节奏鼓掌。
mF5qk0efJbo_000000_000010#zh#7 一个家长正在对自己的小宝宝唱着歌，小宝宝开心地拍着手。
mF5qk0efJbo_000000_000010#zh#8 一个女人抱着一个婴儿，婴儿开始微笑和鼓掌。
mF5qk0efJbo_000000_000010#zh#9 一个女人把一个小婴儿抱在腿上，小婴儿坐在腿上笑着拍着手。
HAezZ-g5ntY_000123_000133#zh#0 一个人用手拿着一个小木棍在制作陶瓷品。
HAezZ-g5ntY_000123_000133#zh#1 一个人正在专心致志的制作着精美的陶瓷。
HAezZ-g5ntY_000123_000133#zh#2 转盘带着陶泥快速旋转，用手在陶泥上压出花纹。
HAezZ-g5ntY_000123_000133#zh#3 在一个明亮的房间里，一双手，正在制作陶瓷。
HAezZ-g5ntY_000123_000133#zh#4 一个人在用陶土在制陶机器上工作。
HAezZ-g5ntY_000123_000133#zh#5 有人在演示如何操作一个陶工的轮子，然后做一个陶罐。
HAezZ-g5ntY_000123_000133#zh#6 一个人正在使用一种工具和手指来制造一个容器。
HAezZ-g5ntY_000123_000133#zh#7 一个人正在用他们的手和工具用粘土制作东西，旁边有个女人在说话讲解。
HAezZ-g5ntY_000123_000133#zh#8 一个人正在示范如何使用一个木制工具在陶工车轮上形成一个罐子。
HAezZ-g5ntY_000123_000133#zh#9 一位女士讲述操作陶轮的人所使用的技巧。
iBFE2AI4B38_000516_000526#zh#0 一个男人在做陶土，做着像一个坛子一样的东西。
iBFE2AI4B38_000516_000526#zh#1 一名外国男子在低着头认真的做着陶罐。
iBFE2AI4B38_000516_000526#zh#2 一个穿短袖的人正在用双手制作自己的作品。
iBFE2AI4B38_000516_000526#zh#3 一个男人正坐在椅子上制作一个泥罐。
iBFE2AI4B38_000516_000526#zh#4 一个穿蓝色衣服的男人在做陶艺，一只手拿着刮片。
iBFE2AI4B38_000516_000526#zh#5 一个人正在用一种工具在桌子上制造一个陶罐。
iBFE2AI4B38_000516_000526#zh#6 一个男人用陶制的轮子建造一个大的陶土花瓶。
iBFE2AI4B38_000516_000526#zh#7 一个男人坐在一个旋转的平台前，正在制作一个陶罐。
iBFE2AI4B38_000516_000526#zh#8 有人坐下来做陶器, 把它的边缘弄平。
iBFE2AI4B38_000516_000526#zh#9 一个光头的男子正在用工具做一个陶瓷罐。
2HnBaGajUi8_000083_000093#zh#0 一个长头发，大眼睛的女人正在学习手工陶艺。
2HnBaGajUi8_000083_000093#zh#1 在路边，一个男人捏了一个泥壶拿给另一个女人。
2HnBaGajUi8_000083_000093#zh#2 一个女子在一个男子的帮助下成功的做出了一件手工艺品。
2HnBaGajUi8_000083_000093#zh#3 一群人站在街头，其中两个人坐在凳子上正在做工艺品。
2HnBaGajUi8_000083_000093#zh#4 一个穿着黑色上衣的黑人女子正坐着做陶艺手工。
2HnBaGajUi8_000083_000093#zh#5 一个人正坐在一个陶轮前面正在做一个小罐子。
2HnBaGajUi8_000083_000093#zh#6 一个男人和一个女人一起从事陶器制作活动。
2HnBaGajUi8_000083_000093#zh#7 一个女人和一个男人在旋转的木板上制作东西。
2HnBaGajUi8_000083_000093#zh#8 一个穿着黑色上衣的女人正在学习制作陶器。
2HnBaGajUi8_000083_000093#zh#9 一个男人使用旋转装置创造一个小物体，并将其交给女人。
iUANfGZ5dCY_000014_000024#zh#0 在一个体育馆，一个穿红色衣服的人在练习举重。
iUANfGZ5dCY_000014_000024#zh#1 一个戴着头巾的人正在举一个非常重的杠铃。
iUANfGZ5dCY_000014_000024#zh#2 一个人用力将杠铃举过头顶，又猛地放下了。
iUANfGZ5dCY_000014_000024#zh#3 明亮的房间内，一个男人，把一个杠铃举了起来。
iUANfGZ5dCY_000014_000024#zh#4 宽敞的场地上，一个身穿红上衣的人在举重。
iUANfGZ5dCY_000014_000024#zh#5 一名男子举起沉重的杠铃，举过头顶，然后把杠铃扔在地上。
iUANfGZ5dCY_000014_000024#zh#6 一个男人正在房间内举起重物，然后将它放了下来。
iUANfGZ5dCY_000014_000024#zh#7 一个在健身房里边举重边听音乐的家伙。
iUANfGZ5dCY_000014_000024#zh#8 一个穿着红色背心的男人正在健身房里举杠铃。
iUANfGZ5dCY_000014_000024#zh#9 一个人站起来把杠铃举在肩膀上，停留数秒后，用力把它举过头顶，然后扔下来跳着离开。
2fojVBo1tv0_000043_000053#zh#0 白天的户外，一个白色的管子，在房檐上吸取垃圾。
2fojVBo1tv0_000043_000053#zh#1 一个白色的管子在水槽里面来回晃动。
2fojVBo1tv0_000043_000053#zh#2 一个人正在用一个白色的工具清理槽中的垃圾。
2fojVBo1tv0_000043_000053#zh#3 画面在不停的抖动，一个男人在旁边发笑。
2fojVBo1tv0_000043_000053#zh#4 一个人拿着一个白色的管子对着东西吸东西。
2fojVBo1tv0_000043_000053#zh#5 在屋顶上，一个树叶被真空吸水机吸入了排水沟里。
2fojVBo1tv0_000043_000053#zh#6 一个人在用管子把沟里的叶子清理干净。
2fojVBo1tv0_000043_000053#zh#7 一台白色的机器清除了排水沟里的碎片，然后再放到地上。
2fojVBo1tv0_000043_000053#zh#8 一个人用吸尘器来吸取排水沟里的叶子。
2fojVBo1tv0_000043_000053#zh#9 看起来很晃动和混乱，然后一些东西掉下来，它仍然在。
K1EIjRaLAS8_000034_000044#zh#0 一个人拿着鼓风机在屋顶上吹落叶。
K1EIjRaLAS8_000034_000044#zh#1 一个人在用鼓吹机清理路边上的落叶。
K1EIjRaLAS8_000034_000044#zh#2 一个人在一个院子里拿着机器清理着落叶。
K1EIjRaLAS8_000034_000044#zh#3 在一个明亮的室外，一个黑色的管子正在吹叶子。
K1EIjRaLAS8_000034_000044#zh#4 一个人拿着一个东西吹着地面上的树叶。
K1EIjRaLAS8_000034_000044#zh#5 一个人正在人行道使用吹叶机吹掉路面上的树叶。
K1EIjRaLAS8_000034_000044#zh#6 有人正在用吹叶机清理落满树叶的排水槽。
K1EIjRaLAS8_000034_000044#zh#7 一个人在用吹叶机吹掉房上和排水沟里的树叶。
K1EIjRaLAS8_000034_000044#zh#8 一个人正在房顶上用吹风机吹开一些树叶。
K1EIjRaLAS8_000034_000044#zh#9 屋顶上的叶子和排水沟里的叶子都被吹了出来。
Y_dxesnBzg0_000020_000030#zh#0 一个穿着蓝色上衣的人在清洁门沿。
Y_dxesnBzg0_000020_000030#zh#1 一个男人穿着蓝色连帽衣服左手拿着滚子刷门框。
Y_dxesnBzg0_000020_000030#zh#2 一个穿蓝色衣服的人在开动着机器打扫屋檐。
Y_dxesnBzg0_000020_000030#zh#3 一个穿着蓝色上衣，手上拿着工具的人，在打扫屋檐。
Y_dxesnBzg0_000020_000030#zh#4 在白天的户外。，一个女人，拿着吸尘器，在给房子打扫卫生。
Y_dxesnBzg0_000020_000030#zh#5 一个人正在使用一个压力洗衣机清洗室外的房子。
Y_dxesnBzg0_000020_000030#zh#6 一个男人正在用工具在房子的一侧刷一个排水沟。
Y_dxesnBzg0_000020_000030#zh#7 一个穿蓝色衣服的男人在打扫房檐上的排水沟。
Y_dxesnBzg0_000020_000030#zh#8 一个人用一个长柄工具来清理某人的屋顶。
Y_dxesnBzg0_000020_000030#zh#9 一个人在房子外面使用工具清理屋檐。
B8uJabL49FI_000074_000084#zh#0 一个男人拿着水枪喷水来清理瓷砖。
B8uJabL49FI_000074_000084#zh#1 一家工厂里工人正在认真工作雕刻图案。
B8uJabL49FI_000074_000084#zh#2 一个人用强力水龙头清理着墙上的瓷砖。
B8uJabL49FI_000074_000084#zh#3 一个工人用喷枪对墙上的瓷砖进行清洁。
B8uJabL49FI_000074_000084#zh#4 一个戴着帽子人正在拿着气枪喷着水清洗墙砖。
B8uJabL49FI_000074_000084#zh#5 一个人在广告中的瓷砖墙上喷洒一些东西进行喷砂处理。
B8uJabL49FI_000074_000084#zh#6 一个男人正在浴室里用动力清洗瓷砖墙。
B8uJabL49FI_000074_000084#zh#7 一名男子在一堵墙面前拿着高压枪喷墙面。
B8uJabL49FI_000074_000084#zh#8 一则广告，显示要在浴室中清洁瓷砖的人员。
B8uJabL49FI_000074_000084#zh#9 一个戴帽子的人手中握着一个机器，在一面玻璃前比划。
67nxVB56psY_000057_000067#zh#0 一个穿着白色上衣黑色短裤的小男孩正拿着一根棍子。
67nxVB56psY_000057_000067#zh#1 一个身穿格子衬衫的小男孩在用拖把打扫游泳池。
67nxVB56psY_000057_000067#zh#2 一个小孩手里拿着一个长杆物体正在地上摩擦。
67nxVB56psY_000057_000067#zh#3 明亮的室外，一个小孩正在刷地板。
67nxVB56psY_000057_000067#zh#4 室外，游泳池里满是绿色的水，岸边一个小孩手里拿着一根长长的刷子在擦着。
67nxVB56psY_000057_000067#zh#5 孩子用游泳池清洗物品, 试图清理一个肮脏的游泳池。
67nxVB56psY_000057_000067#zh#6 一个穿着短袖的小男孩在用一个过滤器清理游泳池。
67nxVB56psY_000057_000067#zh#7 孩子用一个长杆子的工具打扫游泳池。
67nxVB56psY_000057_000067#zh#8 一个小男孩正在用一个长长的帚清扫游泳池的四周。
67nxVB56psY_000057_000067#zh#9 一个小男孩双手握着一个很大的设备在池塘里拉来拉去。
VHKS2AZEgro_000139_000149#zh#0 一个穿黑色衣服的男人手机掉进了水池，另一个穿黑色衣服的人帮他一起捞上了手机。
VHKS2AZEgro_000139_000149#zh#1 一名男子的手机掉到游泳池中，最后有幸捞出来了。
VHKS2AZEgro_000139_000149#zh#2 一个人的手机掉进了游泳池，另一个人帮他打捞出来。
VHKS2AZEgro_000139_000149#zh#3 在一个阳光明媚的天气，几个穿着黑色衣服的人站在泳池旁工作。
VHKS2AZEgro_000139_000149#zh#4 晴朗宽敞的室外，两个人正在捞水里的手机。
VHKS2AZEgro_000139_000149#zh#5 一名男子在打扫游泳池裤子里的东西掉下来了，然后两个人又在打捞掉在游泳池的东西。
VHKS2AZEgro_000139_000149#zh#6 一个男人往游泳池里投了一个东西，然后把它捞了起来。
VHKS2AZEgro_000139_000149#zh#7 一个男人说他有机会赢得他的生意。
VHKS2AZEgro_000139_000149#zh#8 两个人在游泳池周围干活, 其中一个人把东西掉到了水里。
VHKS2AZEgro_000139_000149#zh#9 一名男子讨论清洁游泳池所需的步骤。
DYcbS0QgOs8_000003_000013#zh#0 一个人用一块绿色的布擦着鞋子。
DYcbS0QgOs8_000003_000013#zh#1 一个人用一块绿色的不擦了擦脚上的鞋。
DYcbS0QgOs8_000003_000013#zh#2 一个人拿着一块毛巾擦一只翘起来的鞋子。
DYcbS0QgOs8_000003_000013#zh#3 一个人用绿色的布擦他其中一只鞋。
DYcbS0QgOs8_000003_000013#zh#4 有一个人拿着一块绿色的布在擦一只运动鞋。
DYcbS0QgOs8_000003_000013#zh#5 一个男孩正在使用某种类型的布来清洁他的鞋子。
DYcbS0QgOs8_000003_000013#zh#6 一个人正在用一块抹布擦试着他的鞋。
DYcbS0QgOs8_000003_000013#zh#7 一个人，在汽车后座上，正在用一块大布擦拭着他们的鞋子。
DYcbS0QgOs8_000003_000013#zh#8 一个人拿着一块绿色的布正在擦鞋。
DYcbS0QgOs8_000003_000013#zh#9 一个人用一块绿布来清理一只鞋子。
Z2nrv3qiSZQ_000152_000162#zh#0 一个穿着紫色篮球服的男子正在洗鞋子。
Z2nrv3qiSZQ_000152_000162#zh#1 一个男人再用刷子刷球鞋，球鞋上抹着非常多的泡沫。
Z2nrv3qiSZQ_000152_000162#zh#2 一个穿着紫色衣服的男孩清洗手里的鞋子。
Z2nrv3qiSZQ_000152_000162#zh#3 一个穿着紫色衣服的人手上拿着工具在擦鞋子。
Z2nrv3qiSZQ_000152_000162#zh#4 有个穿着篮球服的人正在刷运动鞋。
Z2nrv3qiSZQ_000152_000162#zh#5 一个男人用清洁垫粗略地擦洗他的运动鞋。
Z2nrv3qiSZQ_000152_000162#zh#6 一个男人坐在地板上用刷子将鞋子刷的十分的干净。
Z2nrv3qiSZQ_000152_000162#zh#7 一个人用一只手穿着鞋子，并用肥皂很好地擦鞋。
Z2nrv3qiSZQ_000152_000162#zh#8 一名男子正在用刷子清理他所拿着的网球鞋。
Z2nrv3qiSZQ_000152_000162#zh#9 一个年轻人在运动鞋上摩擦某种浆糊。
BWUegTwLnpU_000007_000017#zh#0 一个男人一手拿鞋刷一手拿着一只黑色高跟鞋在刷鞋。
BWUegTwLnpU_000007_000017#zh#1 一名男子演示高跟鞋的清理及保养方式。
BWUegTwLnpU_000007_000017#zh#2 在房间内，一个男人在擦一双黑色的高跟鞋。
BWUegTwLnpU_000007_000017#zh#3 一个带手链的人拿着刷子正在刷桌面上的高跟鞋。
BWUegTwLnpU_000007_000017#zh#4 一个人正在使用刷子刷掉高跟鞋上的脏东西。
BWUegTwLnpU_000007_000017#zh#5 一个穿着名为\" NewMarket Cobbler \"的围裙的人似乎在清洗高跟鞋。
BWUegTwLnpU_000007_000017#zh#6 一个男人正在用一把刷子擦洗一个女人的鞋子。
BWUegTwLnpU_000007_000017#zh#7 一个人正在拿着一把刷鞋工具在一双高跟鞋上来回想把鞋子刷干净。
BWUegTwLnpU_000007_000017#zh#8 一个穿着黑色上衣的男子正在察鞋子，并从鞋跟前面刷掉污垢。
BWUegTwLnpU_000007_000017#zh#9 有人正在用铁丝刷和喷雾来清洗黑色的细高跟鞋。
jjcVjm790-s_000574_000584#zh#0 一个人在用刷子通马桶，然后拿起一个细长管子。
jjcVjm790-s_000574_000584#zh#1 一个人将一个根管子插在马桶中，随后对管子进行的讲解。
jjcVjm790-s_000574_000584#zh#2 一个男人拿着管子在通马桶，又介绍了用来通马桶的管子。
jjcVjm790-s_000574_000584#zh#3 在一个明亮的房间，一位男人正在清理马桶。
jjcVjm790-s_000574_000584#zh#4 在房间内，一只手拿着一根管子，在白色的马桶内搅动。
jjcVjm790-s_000574_000584#zh#5 有人正在将水注入厕所，然后展示软管，同时解释他们正在做什么。
jjcVjm790-s_000574_000584#zh#6 一个人正在使用一些专门的工具对马桶进行一些维护。
jjcVjm790-s_000574_000584#zh#7 一个男人演示把塑料软管放进马桶里。
jjcVjm790-s_000574_000584#zh#8 一个人正在房间里用管子清理厕所里的马桶。
jjcVjm790-s_000574_000584#zh#9 一位专家正在打扫卫生间并在后台讲述这个过程。
hEi8ty_0-JU_000132_000142#zh#0 一个人先往马桶里撒了小苏打后喷了橄榄油再用抹布擦拭马桶。
hEi8ty_0-JU_000132_000142#zh#1 一个人往马桶里撒上白色粉末，接着用喷壶洒水。
hEi8ty_0-JU_000132_000142#zh#2 一个戴着手表的女人往马桶上喷上清洁剂用抹布进行清洁。
hEi8ty_0-JU_000132_000142#zh#3 一个人在室内用深色的喷壶弄白色的马桶。
hEi8ty_0-JU_000132_000142#zh#4 有一个人手里拿着一个瓶子，把瓶子里的东西洒到了抽水马桶里面。
hEi8ty_0-JU_000132_000142#zh#5 一名妇女在厕所里洒上小苏打, 然后喷上绿草油。
hEi8ty_0-JU_000132_000142#zh#6 一只戴了手表的手先往马桶里撒了点东西，然后往厕所里喷东西清理。
hEi8ty_0-JU_000132_000142#zh#7 一名妇女正在用醋和柠檬草喷洒马桶进行清洁。
hEi8ty_0-JU_000132_000142#zh#8 一名女子在用清洁剂清洁浴室的厕所。
hEi8ty_0-JU_000132_000142#zh#9 一名妇女演示如何清洁马桶，用柠檬草香味，同时使用小苏打和面包苏打水。
-FOfyuyabWQ_000016_000026#zh#0 一个男人拉着一根绳子在高处擦拭着玻璃。
-FOfyuyabWQ_000016_000026#zh#1 一位男士身上绑着安全绳，站在窗外擦玻璃。
-FOfyuyabWQ_000016_000026#zh#2 一个穿着白色衣服的人身上拉着安全绳索正在擦玻璃。
-FOfyuyabWQ_000016_000026#zh#3 在户外，一个戴着帽子的男人站在房子高处在擦玻璃。
-FOfyuyabWQ_000016_000026#zh#4 一座木房的玻璃窗，一个人系着安全带在用工具擦玻璃。
-FOfyuyabWQ_000016_000026#zh#5 有harness具的人使用橡皮刮板清洗窗口。
-FOfyuyabWQ_000016_000026#zh#6 一个男人正在较高的公寓上清洗窗玻璃,他被长袍悬在身上。
-FOfyuyabWQ_000016_000026#zh#7 一个男人被悬挂在空中并擦着玻璃。
-FOfyuyabWQ_000016_000026#zh#8 一名带安全装置的男子在擦拭房子的窗户时被吊了起来。
